"Limit","Gender","Education","MarriageStatus","Age","Status1","Status2","Status3","Status4","Status5","Status6","Bill1","Bill2","Bill3","Bill4","Bill5","Bill6","Payment1","Payment2","Payment3","Payment4","Payment5","Payment6","IndLevel","Default"
210000,"F","Univ","Single",44,0,0,0,0,0,0,308361,314507,320167,327871,34285,30900,9408,10300,11642,1602,1500,0,0.4,"Y"
90000,"F","GradS","Single",23,0,0,0,0,0,0,22109,25011,29230,32747,38217,43744,6000,5000,4000,6000,8000,4000,1.4,"N"
150000,"F","Univ","Married",34,0,0,0,0,0,0,150294,147979,147235,147997,145405,146502,6750,6900,6690,5300,5500,5500,3.6,"N"
50000,"M","GradS","Married",47,0,0,0,0,0,0,47695,49550,51636,53561,53283,53057,2657,2743,2668,1712,1762,1894,0.7,"N"
120000,"F","GradS","Single",28,0,0,0,0,0,0,50477,52632,55282,56878,57948,59179,3500,4000,3500,2500,2200,2200,2.7,"Y"
230000,"M","GradS","Married",40,0,0,0,0,0,0,87162,88801,87972,57846,57798,52071,4293,3000,1928,2000,2500,2000,3.3,"N"
60000,"M","Univ","Single",28,2,2,2,0,0,0,61743,62197,59892,60228,57969,55220,2800,0,3000,3000,3000,23000,0.5,"Y"
130000,"F","HS","Single",32,0,0,0,0,0,0,12535,14317,15656,4918,6918,8944,2000,2040,3000,2000,2026,6561,1.6,"N"
50000,"M","Univ","Married",41,0,0,0,0,-2,-2,49999,51043,51400,0,0,0,2263,2400,0,0,0,0,2.2,"N"
350000,"F","GradS","Single",44,1,2,2,2,2,-1,8651,8890,1772,1957,1807,11811,1871,7,1807,0,11811,5628,1,"Y"
20000,"M","Univ","Single",30,1,2,0,0,0,-2,18231,34558,17363,17569,0,0,0,1200,406,0,0,0,1.3,"Y"
20000,"M","Univ","Single",36,-1,-1,-1,0,0,0,3152,0,4956,10148,6979,8353,0,4956,200,2000,1500,500,2.8,"N"
360000,"F","GradS","Married",36,-1,-1,-1,-1,-1,-1,18641,7174,11044,15887,8607,8843,7174,11044,15895,8607,8843,3000,1.6,"N"
230000,"F","Univ","Single",24,-1,-1,-1,-1,-1,0,160,237,436,12488,932,317,237,586,12511,1249,0,0,3.1,"Y"
1e+05,"M","GradS","Married",30,2,0,0,0,0,0,85806,85195,85464,86921,88524,91241,3100,4000,4000,3500,5000,10000,3.4,"Y"
230000,"F","Univ","Single",52,2,-1,2,0,-1,-1,1292,3943,1990,1499,593,2553,3951,1,9,594,2560,3759,0.2,"Y"
80000,"F","HS","Single",54,0,0,2,0,0,0,16613,19828,19227,20593,20951,21460,3500,0,2000,1000,1000,1000,0.4,"N"
2e+05,"F","Univ","Married",40,-1,-1,-1,-1,-1,-1,390,390,390,390,390,390,390,390,390,390,390,390,1.4,"Y"
260000,"F","GradS","Married",42,-1,-1,-1,-2,-2,-2,78,984,0,0,0,0,984,0,0,0,0,0,0.3,"N"
70000,"F","Univ","Single",28,0,0,0,0,0,0,68462,69205,70644,70759,70352,70659,3100,3160,3100,2500,2600,2800,0.2,"N"
180000,"M","GradS","Married",49,0,0,0,0,0,0,63444,65420,67722,70970,72670,76444,3000,4000,5000,3000,5000,5000,5.3,"N"
50000,"F","GradS","Single",26,2,2,2,2,2,0,29164,28396,31533,31833,31022,31681,0,3600,1111,0,1160,1160,3.2,"N"
130000,"F","Univ","Married",25,0,0,0,0,0,0,127125,78165,79306,80974,83635,87287,4000,3000,3000,5000,5000,5000,6,"N"
4e+05,"F","GradS","Single",31,-1,-1,-1,-1,0,0,72551,8572,2190,12881,7497,11563,8657,2190,12881,0,4590,0,0.3,"N"
110000,"F","Univ","Married",55,0,0,0,0,0,0,15069,16123,16850,17568,18133,18828,1600,1300,1000,1000,1000,1000,2.8,"N"
20000,"M","Univ","Single",34,0,0,0,0,0,0,18351,17706,18831,18334,17280,15582,1304,1429,1608,346,312,318,3.2,"Y"
3e+05,"M","HS","Single",43,0,0,0,0,0,0,303747,299685,279613,286449,191187,194333,11500,14000,20000,6500,8000,7000,1.9,"Y"
140000,"F","HS","Married",39,0,0,0,0,0,0,127896,131764,134654,138303,119845,122457,7500,6500,7500,5000,4700,5228,4.3,"N"
50000,"M","Univ","Single",31,0,0,0,0,0,0,20526,15129,15093,9577,11139,12487,2000,3000,327,3000,3000,5000,0.9,"Y"
5e+05,"M","Univ","Married",38,0,0,0,0,-1,0,49201,59372,49677,49515,42568,48268,30107,10026,7241,50091,25000,5078,3.4,"N"
150000,"M","Univ","Single",28,-2,-1,-1,-1,-2,-2,88609,4635,2160,-2,-2,-2,4660,2166,0,0,0,901,0.3,"N"
2e+05,"F","Univ","Single",24,0,0,0,0,0,0,225931,229787,233553,206398,145825,140249,8271,8182,6576,5073,5095,5172,1.2,"N"
60000,"F","GradS","Single",24,0,0,0,0,0,0,48890,43651,34358,34986,35770,36622,2000,1800,1500,1500,1600,1500,1.4,"N"
2e+05,"F","Univ","Married",46,-1,-1,2,-1,-1,-1,827,1654,827,827,827,827,1654,0,827,827,827,827,4.1,"N"
360000,"F","Univ","Married",28,-2,2,0,-1,-1,-1,9278,6198,5154,2453,570,0,6213,1025,2465,572,0,0,2.3,"Y"
390000,"F","GradS","Single",27,1,-2,-1,-1,-1,0,0,0,6757,0,3339,3339,0,6757,0,3339,0,0,2.6,"N"
290000,"M","Univ","Married",46,0,0,0,0,0,0,196566,168372,171699,133147,135147,127087,7800,7839,4706,5400,4604,4900,7.9,"N"
180000,"M","Univ","Married",37,-2,-2,-2,-2,-2,-2,0,0,621,3762,0,0,0,621,3762,0,0,0,0.3,"N"
30000,"F","HS","Married",40,2,2,2,0,0,0,16457,19145,18547,18645,17847,15465,3280,0,1511,609,500,800,4.9,"Y"
180000,"F","Other","Married",44,0,0,-1,-1,-1,-1,20916,0,850,0,6881,10340,0,850,0,6881,10340,182,3.6,"N"
50000,"M","HS","Single",26,0,0,0,-2,-2,-2,50419,40200,0,0,0,0,1000,0,0,0,0,0,3.7,"Y"
90000,"M","HS","Single",34,0,0,0,0,0,0,74012,76777,78594,39209,40057,40744,4600,4300,2700,1500,1400,2000,2.3,"N"
20000,"M","Univ","Married",34,0,0,2,0,0,0,12619,14896,14360,14921,15328,16474,2800,0,800,800,1400,1000,5.3,"Y"
20000,"F","HS","Married",47,0,0,0,0,2,0,19753,19728,19763,20240,18955,15255,1401,1306,2000,0,800,800,4.1,"N"
310000,"F","Univ","Married",29,-2,-2,-2,-2,-2,-2,13158,1062,8805,3024,0,0,1062,8805,3087,0,0,3240,2.9,"N"
210000,"M","GradS","Married",29,1,2,0,0,0,0,26845,23283,11896,8097,7902,7917,66,2524,1311,1000,291,1000,2.5,"N"
80000,"F","GradS","Married",41,0,0,0,0,-2,-2,11987,13007,3537,0,0,0,1325,1000,0,0,0,0,5,"N"
50000,"F","HS","Other",53,0,0,0,0,0,0,49326,50302,50036,48816,19587,18406,1803,2100,1500,1000,700,600,0.6,"Y"
150000,"M","Univ","Married",39,1,-2,-2,-1,-1,-2,-7,4422,367,3287,0,0,4429,367,3691,0,0,0,2.8,"N"
90000,"F","HS","Married",53,-2,-2,-2,-2,-2,-2,827,0,2469,827,0,1654,0,2469,827,0,1654,827,3.8,"N"
20000,"F","Univ","Married",21,-1,0,0,0,2,0,17617,17540,25816,12957,9602,9357,1489,2302,2400,0,2000,3000,2.9,"N"
210000,"M","Univ","Married",35,-1,-1,2,0,-1,-1,396,1188,792,396,396,396,1188,0,0,396,396,396,1.5,"N"
150000,"F","Univ","Single",37,0,0,0,0,0,0,86037,84679,82490,78890,75240,75639,5000,5000,4000,3500,3000,4000,1.8,"N"
50000,"F","GradS","Single",22,0,0,0,0,0,0,8537,9591,10581,10818,11050,10880,1200,1163,400,790,400,380,5.7,"N"
240000,"M","GradS","Single",34,1,2,-1,-1,0,0,40286,38008,9497,9124,7128,2745,14,9497,9124,2000,1200,1000,2.5,"N"
30000,"F","Univ","Single",28,3,2,2,5,5,4,1200,1200,1200,1200,1200,600,0,0,0,0,0,0,4.9,"Y"
360000,"M","GradS","Married",51,0,0,0,0,0,0,353200,337593,341528,350949,355869,210989,13806,12303,15005,13729,7700,8000,1.3,"N"
3e+05,"F","Univ","Married",29,0,0,0,0,0,0,321155,317259,313600,309670,305660,301693,11369,11380,11216,11069,11090,10028,2.2,"Y"
5e+05,"F","GradS","Single",27,0,0,0,0,0,0,73798,74781,75559,76426,56197,42998,4794,5560,2426,3521,1641,913,2.2,"N"
310000,"F","Univ","Single",27,1,2,0,0,2,0,192910,188501,190938,202835,199417,203830,0,7000,15001,1,8001,8001,1.8,"N"
110000,"F","Univ","Single",24,1,2,2,0,0,-1,68068,70276,68044,34059,20284,31179,3900,0,10452,6475,51179,7760,2.5,"N"
30000,"M","Univ","Single",27,1,2,0,0,2,2,22284,21637,22981,24996,24309,26980,0,1682,2697,0,3219,0,2.3,"N"
170000,"M","HS","Single",44,0,0,0,0,0,0,167077,170965,172541,159546,137410,136680,12275,10000,8009,6000,30000,5322,3.1,"N"
270000,"F","GradS","Single",27,-1,0,0,0,0,2,153201,136157,115733,93359,55264,11292,5933,9851,4214,4300,0,1000,0.1,"N"
280000,"M","GradS","Married",37,-1,0,0,0,0,0,33687,21575,23926,23102,22734,29434,5000,3000,10000,10000,16934,10234,1.6,"N"
20000,"F","Univ","Married",45,-1,-1,-1,0,-1,-1,10827,8264,2480,390,880,1560,8264,2480,0,880,1070,40000,4.8,"N"
50000,"F","Univ","Married",39,1,2,2,2,2,2,16983,16413,21128,20492,30079,29460,0,5000,0,10000,0,10000,0.1,"Y"
160000,"F","GradS","Single",33,-1,-1,-1,-1,-2,-2,6113,980,11140,2659,14336,16533,980,11490,2673,14558,16615,1787,3.8,"N"
210000,"F","GradS","Single",31,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,2.1,"N"
3e+05,"F","HS","Married",32,0,0,0,0,0,-2,15003,14469,15200,18000,0,0,1469,1200,3000,0,0,0,1.6,"N"
310000,"M","Univ","Married",39,0,0,0,0,0,0,238973,237196,233854,219409,216540,210675,10029,9218,10029,8049,8040,10059,2.3,"N"
4e+05,"M","GradS","Single",34,1,-2,-2,-1,-1,0,-5,-5,-5,1299,4374,4986,0,0,1304,4375,1025,2952,0.8,"N"
50000,"M","Univ","Single",42,0,0,0,0,0,0,47689,42338,31539,17342,17541,18149,2000,1281,700,700,1000,1000,4.5,"N"
1e+05,"F","Univ","Single",24,0,0,0,0,-1,0,7094,8249,7911,17716,1002,1518,1439,2000,10070,1002,1000,500,1.6,"N"
360000,"F","GradS","Married",42,-1,-1,2,2,2,-1,10000,893,1224,331,0,2757,893,331,0,0,2757,2056,6.8,"N"
80000,"M","HS","Married",52,-1,0,0,0,0,0,35861,18521,19385,20561,21261,21457,1500,1500,1500,1028,876,1449,5.9,"N"
30000,"F","Univ","Single",23,0,0,0,0,0,0,24607,24430,23881,24234,24853,7814,1700,1600,1287,1296,500,1550,0.1,"N"
50000,"M","Univ","Single",23,1,2,2,2,2,2,6283,6034,7925,8631,8855,8585,0,2000,1000,500,2,500,2.8,"Y"
260000,"M","Univ","Single",37,-1,-1,-1,-1,-1,-2,3000,150,-850,300,-832,-832,150,0,1000,0,0,0,3,"N"
310000,"F","GradS","Married",32,0,0,0,0,0,0,66916,63746,58216,57112,53694,49205,2440,2041,1520,1581,1774,1523,1.7,"N"
2e+05,"F","GradS","Married",40,-1,-1,-1,0,0,-1,5853,6549,9389,18475,1016,4934,6567,9421,14068,3,4948,7770,3.5,"N"
170000,"F","Univ","Married",31,0,0,0,0,-2,-1,63948,62090,63000,0,0,3300,5000,4000,0,0,3300,0,2.9,"N"
2e+05,"M","GradS","Married",29,1,2,0,0,0,0,199417,188778,195335,194775,197105,204122,0,8278,4100,180000,202317,0,1.1,"N"
130000,"M","HS","Single",37,1,-2,-1,0,0,0,-896,-896,2604,2604,1,1,0,3500,0,0,0,0,0.7,"N"
250000,"F","GradS","Single",36,0,0,0,0,0,0,130360,133799,137119,141367,133174,136481,5000,5000,5847,5000,5000,5018,1.3,"N"
120000,"F","Univ","Single",25,0,0,0,0,0,-2,75913,78060,64074,64074,0,0,4501,2562,0,0,0,0,4.7,"N"
50000,"F","HS","Married",46,0,0,0,0,0,2,51207,47915,49073,47889,51139,49000,2162,2284,2100,4200,0,4200,0.1,"N"
50000,"F","Univ","Married",32,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1.7,"Y"
20000,"M","Univ","Single",24,2,2,2,2,2,2,16239,16276,16715,18327,17735,19446,600,1000,2200,0,2000,0,0,"N"
180000,"F","Univ","Single",33,-1,-1,-1,-1,-1,-1,4160,7817,2358,18572,11560,4298,7817,2358,18577,11560,4298,12330,2.2,"N"
10000,"M","Univ","Single",24,1,2,2,2,2,2,4231,5508,5271,6182,5937,6838,1500,0,1000,0,1000,0,4.9,"Y"
280000,"M","Univ","Married",37,0,0,0,0,0,0,85029,71353,67680,65173,62564,59638,2625,2497,2914,1921,2001,1270,1.2,"N"
230000,"M","Univ","Single",28,-1,-1,-1,-1,-1,-1,651,651,651,0,651,1496,651,651,0,651,1496,1953,3.5,"N"
60000,"F","Univ","Married",35,0,0,0,0,0,0,57267,57225,47343,29164,27829,27574,3023,2245,2005,2000,1088,3000,1.1,"N"
150000,"F","GradS","Single",40,0,0,0,2,0,0,16986,18693,20885,21738,22080,23558,2000,2500,1500,1000,2000,2000,0.6,"N"
80000,"F","Univ","Single",23,-2,-2,-2,-2,-2,-2,0,2946,390,390,390,780,4419,390,390,390,780,0,3.8,"N"
110000,"M","Univ","Single",22,0,0,0,0,0,0,99209,54218,40110,41362,41296,41225,1766,2000,2000,2000,2000,2000,2.7,"Y"
80000,"M","Univ","Single",24,0,0,0,0,0,2,26170,25215,26189,26801,28593,26020,1414,1388,1000,2180,0,929,0.7,"Y"
50000,"M","GradS","Single",29,-1,0,0,2,0,0,20258,22932,22265,23896,26514,28073,3000,0,2000,3000,2000,1500,3.6,"N"
20000,"F","Univ","Married",22,0,0,0,0,0,0,16366,17385,18142,17245,17657,18370,1600,1600,1600,1000,1000,1000,0.5,"N"
60000,"M","HS","Married",31,2,0,0,-2,-2,-2,35369,35320,0,0,0,0,1027,0,0,0,0,0,2.6,"Y"
70000,"M","GradS","Single",30,2,2,0,0,0,0,34985,34146,35271,35986,36905,37641,0,2000,1300,1500,1500,1576,5.1,"Y"
1e+05,"F","GradS","Single",38,2,2,2,2,2,2,37566,37160,39750,40298,40835,41529,500,3500,1500,1500,1500,2000,3.7,"Y"
320000,"F","GradS","Married",39,0,0,0,0,0,0,206461,117168,128832,133329,53870,13185,5000,15000,5000,5000,3000,5000,1.1,"N"
50000,"M","Univ","Married",41,0,0,0,0,0,0,43474,48921,34879,31820,9965,10017,40003,1636,1800,344,400,400,1.1,"N"
20000,"F","Univ","Married",28,2,-1,-1,-1,-1,-1,390,390,390,390,390,0,390,390,390,390,0,780,1.2,"Y"
230000,"F","Other","Single",26,1,-1,2,-1,-1,-1,0,500,500,624,1090,2952,500,0,624,1090,2952,1505,1,"N"
50000,"M","Univ","Single",29,2,2,2,2,2,0,35488,36606,37526,38214,37302,38546,2000,1800,1600,0,2000,1600,2.5,"Y"
150000,"F","Univ","Single",40,0,0,0,0,0,0,76282,78800,67443,68720,70572,72275,3705,4000,3000,3000,3000,4000,0.8,"N"
2e+05,"M","Univ","Married",37,0,0,0,0,0,0,4757,6170,7408,8250,9250,9750,1500,1500,1000,1000,500,1500,8.2,"N"
380000,"M","GradS","Married",57,0,0,0,0,0,0,319243,357782,374313,371566,362232,352161,150039,30031,27403,15168,35235,25078,4.6,"N"
250000,"F","Univ","Single",44,-1,-1,-1,-1,-1,0,23438,0,3850,0,32690,37141,0,3850,0,32690,5000,5000,5.8,"N"
60000,"F","Univ","Married",31,0,0,0,0,0,0,49581,35465,29732,29411,28859,28309,1500,1600,1394,1000,1000,1500,1.8,"N"
70000,"F","Univ","Single",30,2,0,0,2,0,0,29773,30542,33033,32203,32884,33587,1550,3000,0,1200,1250,2000,2.4,"Y"
260000,"M","GradS","Single",28,1,-1,-1,-1,-1,-1,-1197,37785,3780,3202,3754,848,40000,3780,3202,4000,848,5795,1.8,"N"
150000,"M","Univ","Single",36,0,0,0,0,0,-1,32263,26283,17897,10945,5174,1910,3000,1305,1637,350,1910,0,4,"N"
2e+05,"F","GradS","Single",44,0,0,0,0,0,0,35210,34606,34800,33275,33435,32778,1858,2100,2000,3435,3000,3277,0.3,"N"
240000,"F","Univ","Married",41,1,2,0,0,0,0,137327,133724,136539,137487,141291,20143,0,6702,5000,6019,6099,14762,2,"Y"
50000,"F","Univ","Married",34,0,0,-1,-1,-1,-1,2435,0,197,2995,19515,0,0,197,2995,19515,0,3734,5.4,"N"
30000,"M","Univ","Single",34,0,0,4,3,2,0,19785,24633,23961,23289,22779,51224,5500,0,0,0,3400,512,3.2,"N"
10000,"F","Univ","Other",46,1,2,0,0,0,0,9532,9236,10047,8775,8984,7628,0,1006,1390,1000,1000,2000,0.4,"N"
210000,"F","GradS","Single",31,-1,-1,-1,-1,-1,-1,1983,422,815,191,-174,472,422,815,191,0,646,1125,1.9,"N"
3e+05,"M","GradS","Married",30,-1,-1,-1,-1,-1,-1,649,949,1938,81,671,8067,949,1938,81,671,8067,1513,1.8,"N"
30000,"F","Univ","Married",45,2,0,0,0,0,0,31548,30226,31237,13511,13781,14070,1665,1676,1223,493,511,514,1.8,"N"
510000,"F","GradS","Married",35,0,0,0,0,0,0,62382,55076,113654,104449,95937,96634,5000,70000,3500,4000,3500,5000,2.3,"N"
5e+05,"F","Univ","Married",38,-1,-1,0,0,0,0,250,1384,6324,7353,5536,8321,1384,5000,1224,3003,3506,3552,0.9,"N"
30000,"M","GradS","Single",31,-1,-1,0,0,-1,-1,6456,4390,3016,4504,5755,3560,4398,3000,3009,5767,3566,26444,0,"Y"
50000,"M","Univ","Single",44,1,2,0,0,0,0,15323,14780,15889,16650,18535,18924,0,1354,1115,2000,520,600,0,"Y"
20000,"F","GradS","Single",22,0,0,0,0,0,0,19458,18786,16249,16478,10735,3274,1552,1381,1000,215,65,0,3.5,"N"
280000,"F","GradS","Single",30,0,0,0,0,0,0,36269,39229,48190,48758,49219,58412,10300,10018,10026,5000,10000,2401,3.4,"N"
40000,"F","HS","Married",49,1,2,2,2,0,0,35771,34896,39322,38319,39531,40224,0,5000,0,2000,1400,2000,1.1,"N"
30000,"M","HS","Single",27,0,0,0,0,-1,-1,18556,20252,22419,22075,29466,28911,2000,3008,5066,29572,1911,1000,2.3,"N"
150000,"F","GradS","Married",36,0,0,0,0,0,0,38298,39292,40357,41284,42105,43146,1635,1700,1600,1507,1719,2000,0.2,"N"
150000,"M","Other","Single",24,0,0,-1,0,0,0,10459,11445,122175,111847,76628,64200,2516,122685,3328,2230,2062,1891,0.1,"N"
220000,"F","GradS","Married",39,-1,-1,-1,-1,-1,-1,2342,1120,5707,2021,15441,7661,1122,5738,2041,15516,7697,2916,4.3,"N"
30000,"F","GradS","Single",25,-1,-1,0,0,0,0,640,29013,27731,28177,20722,0,30013,2000,1232,1000,0,0,0.3,"N"
150000,"F","Univ","Married",31,-2,-2,-2,-2,-1,0,416,416,416,416,37911,38299,416,416,416,37911,1400,1400,0.6,"N"
280000,"M","Univ","Married",31,0,0,0,0,0,0,235937,178376,183488,188165,99133,101547,7000,8000,8000,5000,4003,5000,5.3,"N"
310000,"F","Univ","Married",39,-2,-2,-2,-2,-2,-2,360,360,360,360,360,360,360,360,360,360,360,360,0.1,"N"
390000,"F","GradS","Single",43,0,0,0,0,0,0,90294,87292,88335,89396,90769,91825,3200,3200,3200,3500,3300,4000,0.5,"N"
2e+05,"F","HS","Married",41,-1,-1,-1,-1,-1,2,3000,187,1306,3142,3332,1686,187,1306,3332,1686,0,1496,0.5,"N"
20000,"M","HS","Single",22,-2,-2,-1,-1,2,2,20732,19981,431,20786,20355,18752,2,431,20355,0,2732,7189,1.1,"Y"
150000,"M","Univ","Married",40,0,0,0,0,0,-2,74985,76745,19472,20650,0,0,3400,1600,1700,0,0,0,2.6,"N"
290000,"M","GradS","Single",27,0,0,0,0,0,0,246284,218441,176099,170282,166869,173273,10000,8000,6500,7000,10000,10000,1,"N"
20000,"M","Univ","Single",24,1,2,2,0,0,2,7733,8754,8469,9481,10324,10017,1300,0,1157,1000,0,1210,1.3,"N"
90000,"F","Univ","Married",25,0,0,0,0,0,0,87525,89052,85807,68186,69011,70341,4200,3000,3000,3000,2600,3000,3.3,"Y"
80000,"F","Univ","Single",31,0,0,2,0,0,2,51160,54207,52775,53906,60099,61402,4500,0,2000,7100,2400,0,3.9,"N"
180000,"F","Univ","Single",36,-1,-1,-1,-2,-2,-1,802,2240,0,0,0,7322,2240,0,0,0,7322,2208,9.5,"N"
50000,"F","Univ","Married",37,0,0,0,0,0,-1,24380,23325,21940,20718,24048,5017,1366,1400,1200,5000,5017,71,4.8,"N"
360000,"F","HS","Single",37,-1,-1,-1,-1,-1,-1,646,0,740,871,1980,0,0,740,871,1980,0,0,3.7,"N"
10000,"M","HS","Single",41,0,0,-2,-2,-1,-1,10400,0,0,0,400,0,5275,0,0,400,0,2400,1.2,"N"
180000,"F","GradS","Single",28,0,0,0,0,0,-1,12595,18704,24410,29184,7325,326,7000,7000,7000,5000,326,7276,1.5,"N"
2e+05,"M","Univ","Married",55,0,0,0,0,0,0,169287,172655,178858,180101,173138,176920,6177,8982,6758,6257,6633,6115,1.2,"N"
20000,"M","HS","Married",33,2,0,0,0,0,-2,20500,16237,20960,6914,1017,780,2191,1000,0,1017,780,6380,3.2,"Y"
10000,"F","HS","Married",53,1,4,3,2,2,2,4479,4272,4064,3856,4390,4171,0,0,0,900,0,900,6,"Y"
70000,"F","HS","Single",23,0,0,2,0,0,0,16103,17185,16581,14106,14427,11689,2800,0,650,650,570,450,1.8,"N"
90000,"M","HS","Single",45,0,0,0,-1,0,0,86519,88925,56116,48430,49585,50443,4100,2500,52285,2000,2100,5000,5.5,"N"
20000,"F","GradS","Single",23,-1,-1,0,0,0,0,6916,13914,10130,6165,6165,6315,14000,1145,950,0,150,6000,2.1,"N"
2e+05,"F","GradS","Single",32,-1,-1,-1,-1,0,0,3450,12113,16152,19443,19189,13947,12174,16239,19446,529,400,277,2.5,"N"
60000,"M","Univ","Married",52,0,0,0,0,0,0,58682,56893,58170,56539,29425,28013,3762,3000,2000,1000,1000,1500,2.1,"N"
160000,"F","Univ","Married",31,0,0,0,0,0,0,63780,64675,56561,52338,31133,27590,3518,3015,2128,2000,1000,2473,5.6,"N"
240000,"F","Univ","Married",45,1,-1,-1,-1,-1,-1,0,396,396,396,396,396,396,396,396,396,396,396,2.9,"N"
140000,"F","GradS","Single",27,-2,-2,-2,-2,-2,-2,0,0,3544,0,0,0,0,3544,0,0,0,0,1.7,"N"
330000,"F","Univ","Married",28,-1,-1,-1,-1,-1,-1,390,0,780,150,320,780,0,780,150,320,1000,0,3.5,"N"
30000,"F","Univ","Married",27,-1,-1,2,-1,0,-1,390,780,390,780,390,390,780,0,780,0,390,150,1.2,"N"
190000,"M","GradS","Married",54,0,0,0,0,0,0,205824,201269,197129,192803,161324,156576,7154,7385,7520,5593,6000,5516,0.7,"N"
260000,"M","GradS","Married",50,-2,-2,-2,-2,-2,-2,390,7516,553,1080,1780,0,7516,553,1080,1780,0,0,0.9,"N"
290000,"M","Univ","Single",43,0,0,0,0,-1,-1,124362,111594,58039,3818,1318,0,5100,2507,1500,2000,0,1333,2.2,"N"
230000,"M","HS","Single",37,-1,0,0,0,-1,0,36571,35484,41862,21655,64645,44627,1700,10010,5000,64667,5003,3016,3.1,"N"
360000,"M","GradS","Single",29,-2,-2,-2,-2,-2,-2,6001,5868,-1,592,-8,-8,5874,1,593,0,0,0,0.9,"N"
140000,"F","GradS","Single",33,-2,-2,-2,-2,-2,-2,1825,0,1264,0,0,1980,0,1264,0,0,1980,1351,0.2,"N"
140000,"F","GradS","Single",28,0,0,0,0,0,0,9598,10631,11349,12661,12606,12869,1500,1195,1507,452,467,470,1.5,"N"
220000,"M","GradS","Single",31,0,0,0,0,0,0,163148,158197,158956,157953,157098,157099,5725,5971,5846,5887,5802,5895,1.6,"N"
80000,"M","GradS","Single",42,5,4,3,2,0,0,74477,68633,62890,56788,52287,52287,0,0,0,0,0,50771,2.2,"N"
1e+05,"F","GradS","Single",25,1,2,0,0,0,0,97271,88596,89218,63243,42510,41221,0,4950,2400,1200,1400,1203,2.3,"Y"
1e+05,"F","HS","Married",45,-1,-1,-1,-1,-1,-1,1480,916,1238,916,1444,1450,916,1238,916,1444,1450,1143,3.6,"N"
5e+05,"M","GradS","Married",45,-1,-1,-1,-1,0,-1,6197,4934,6783,11507,4883,5897,4969,6802,11523,14,5914,7622,3.2,"N"
1e+05,"M","Univ","Single",23,0,0,0,0,0,0,67873,49285,49992,35518,36426,37836,2000,1600,2000,1500,2000,2000,0.1,"N"
50000,"F","Univ","Single",33,0,0,0,0,0,0,26740,12498,16264,17918,16072,17041,2000,4000,2000,1000,2000,2396,2.2,"N"
50000,"M","HS","Single",46,0,0,0,0,0,-1,5942,5444,2464,2521,-1,167,1056,1000,57,0,168,1002,1.1,"N"
50000,"F","Univ","Married",43,0,0,0,2,0,0,51229,46954,51221,49759,49820,50525,2100,5896,0,2000,1988,2000,3.9,"N"
60000,"F","Univ","Married",50,0,0,0,0,0,0,33290,32867,32638,29743,26909,24955,1558,1571,1344,877,875,3000,0.9,"N"
20000,"M","Univ","Single",26,0,0,0,2,0,0,17961,17091,14120,12266,10783,5131,1513,4932,9,286,1000,15000,5.3,"N"
10000,"M","Univ","Single",25,4,3,3,2,0,0,5365,5731,6095,6351,6603,6855,600,600,500,500,500,500,2.8,"N"
170000,"F","Univ","Single",38,-1,-1,-1,-1,-1,-1,13451,10539,2087,6720,23000,0,10539,2087,6720,23000,0,44400,1.6,"N"
250000,"M","Univ","Married",50,-2,-2,-2,-1,-1,-1,390,390,390,8042,16014,5607,390,390,8042,16014,5607,390,3.9,"N"
130000,"M","HS","Single",28,-1,-1,-1,-1,-1,-1,3964,600,0,631,0,427,600,0,631,0,427,1747,3.4,"N"
30000,"F","HS","Married",45,-2,-2,-2,-2,-2,-2,0,1930,1930,2072,4072,0,1930,1930,2072,4072,0,0,7.1,"N"
20000,"F","HS","Single",33,0,0,0,0,0,0,20023,20239,19164,19393,19725,20054,1300,1400,1300,1000,1000,1000,3.7,"N"
360000,"M","Univ","Single",28,-1,-1,-1,-1,-1,-1,7156,9780,6672,11201,9718,8781,9849,6712,11244,9747,8806,11872,3.9,"N"
360000,"F","Univ","Married",38,-2,-1,-1,-1,-1,-1,0,212,3748,-2,666,919,212,3759,0,668,921,0,4.5,"N"
450000,"M","GradS","Single",36,-1,-1,-2,-2,-2,-2,2500,0,0,0,0,0,0,0,0,0,0,0,1.2,"Y"
20000,"F","HS","Married",33,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1.5,"Y"
110000,"F","Univ","Single",36,0,0,0,0,0,0,47819,48947,50330,50894,52175,53652,2200,2500,2000,2100,2500,2200,0.1,"N"
50000,"F","HS","Other",46,0,0,0,0,0,0,44835,45989,47167,25142,4716,4840,1900,2050,2000,300,200,500,1.5,"N"
280000,"F","HS","Married",37,-1,-1,2,-1,-1,-1,4591,38854,15287,14201,26133,4504,38979,16,14201,26133,4504,10748,1,"N"
290000,"F","Univ","Single",26,1,2,2,0,0,0,18099,18912,18249,20305,26615,27063,1400,0,2305,6615,1896,2358,4.6,"N"
90000,"F","HS","Single",26,0,-1,0,0,0,-1,3268,6745,3402,8652,5381,7190,6745,1131,5381,4,7190,0,1.6,"Y"
